date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:22:52	73424/73424	---M-Z	200	added ('OK')	text/html	etag:%2211ed0-5a06af2f526a3-gzip%22	http://www.speakforindiadelhi.com/result.html	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/result.html	(from http://www.speakforindiadelhi.com/speaker.php)
23:22:58	51404/51404	---M--	200	added ('OK')	image/jpeg	etag:%22c8cc-5a0a40b0c7600%22	http://www.speakforindiadelhi.com/assets/images/vinayak.jpg	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/assets/images/vinayak.jpg	(from http://www.speakforindiadelhi.com/speaker.php)
23:22:58	48885/48885	---M--	200	added ('OK')	image/jpeg	etag:%22bef5-5a0a40b0c7600%22	http://www.speakforindiadelhi.com/assets/images/priyanshi.jpg	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/assets/images/priyanshi.jpg	(from http://www.speakforindiadelhi.com/speaker.php)
23:22:58	51542/51542	---M--	200	added ('OK')	image/jpeg	etag:%22c956-5a0a40b0c7600%22	http://www.speakforindiadelhi.com/assets/images/sushovan.jpg	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/assets/images/sushovan.jpg	(from http://www.speakforindiadelhi.com/speaker.php)
23:22:59	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:W/%2258d026fb-15283%22	https://code.jquery.com/jquery-3.2.1.min.js	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/code.jquery.com/jquery-3.2.1.min.js	(from http://www.speakforindiadelhi.com/speaker.php)
23:23:00	3939/3939	---M-Z	200	added ('OK')	application/javascript	etag:%22f63-59566bed61ebb-gzip%22	http://www.speakforindiadelhi.com/assets/js/jquery.spincrement.js	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/assets/js/jquery.spincrement.js	(from http://www.speakforindiadelhi.com/speaker.php)
23:23:00	37051/37051	---M-Z	200	added ('OK')	application/javascript	etag:%2290bb-59566bed61ebb-gzip%22	http://www.speakforindiadelhi.com/assets/js/bootstrap.min.js	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/assets/js/bootstrap.min.js	(from http://www.speakforindiadelhi.com/speaker.php)
23:23:00	14206/14206	---M-Z	200	added ('OK')	application/javascript	etag:%22377e-59863758e1e6b-gzip%22	http://www.speakforindiadelhi.com/assets/js/myScript.js	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/assets/js/myScript.js	(from http://www.speakforindiadelhi.com/speaker.php)
23:23:00	13/13	---M--	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202020%2017:53:38%20GMT	http://www.speakforindiadelhi.com/saveVote.php	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/saveVote.html	(from http://www.speakforindiadelhi.com/speaker.php)
23:23:01	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-59566bed61303%22	http://www.speakforindiadelhi.com/assets/fonts/glyphicons-halflings-regular.woff2	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/assets/fonts/glyphicons-halflings-regular.html	(from http://www.speakforindiadelhi.com/assets/css/bootstrap.min.css)
23:23:05	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-59566bed60f1b%22	http://www.speakforindiadelhi.com/assets/fonts/glyphicons-halflings-regular.eot	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/assets/fonts/glyphicons-halflings-regular.eot	(from http://www.speakforindiadelhi.com/assets/css/bootstrap.min.css)
23:23:05	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225b80-59566bed61303%22	http://www.speakforindiadelhi.com/assets/fonts/glyphicons-halflings-regular.woff	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/assets/fonts/glyphicons-halflings-regular.woff	(from http://www.speakforindiadelhi.com/assets/css/bootstrap.min.css)
23:23:05	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-59566bed60f1b%22	http://www.speakforindiadelhi.com/assets/fonts/glyphicons-halflings-regular.eot?	C:/Users/kalra/Desktop/On%20Going%20Projects/Done/Manya%20Automate/Speak%20For%20india%20Website/Manya%20Website/www.speakforindiadelhi.com/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://www.speakforindiadelhi.com/assets/css/bootstrap.min.css)
